,X,Site_Name,Common_Name,Phenophase_Name,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value
7742,78404,Site E,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
7743,78405,Site E,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
7744,78406,Site E,beach plum,Breaking leaf buds,5/31/2016,152,1,39,3
7745,78407,Site E,beach plum,Breaking leaf buds,6/9/2016,161,1,39,3
7746,78408,Site E,beach plum,Breaking leaf buds,6/7/2016,159,1,39,4
7747,78409,Site E,beach plum,Breaking leaf buds,5/26/2016,147,0,39,0
7748,78410,Site E,beach plum,Breaking leaf buds,6/14/2016,166,1,39,4
7749,78411,Site E,beach plum,Breaking leaf buds,6/3/2016,155,1,39,3
7750,78412,Site E,beach plum,Breaking leaf buds,5/20/2016,141,1,39,5
7751,78413,Site E,beach plum,Breaking leaf buds,6/16/2016,168,0,39,0
7752,78414,Site E,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
7753,78415,Site E,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
7754,78416,Site E,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
7755,78417,Site E,beach plum,Breaking leaf buds,6/28/2016,180,1,39,3
7756,78418,Site E,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
7757,78419,Site E,beach plum,Breaking leaf buds,7/5/2016,187,1,39,3
7758,78420,Site E,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
7759,78421,Site E,beach plum,Breaking leaf buds,7/12/2016,194,0,39,0
7760,78422,Site E,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
7761,78423,Site E,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
7762,78424,Site E,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
7763,78425,Site E,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
7764,78426,Site E,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
7765,78427,Site E,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
7766,78428,Site E,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
7767,78429,Site E,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
7768,78430,Site E,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
7769,78431,Site E,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
7770,78432,Site E,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
7771,78433,Site E,beach plum,Breaking leaf buds,4/2/2015,92,0,39,0
7772,78434,Site E,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
7773,78435,Site E,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
7774,78436,Site E,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
7775,78437,Site E,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
7776,78438,Site E,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
7777,78439,Site E,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
7778,78440,Site E,beach plum,Breaking leaf buds,3/22/2017,81,0,39,0
7779,78441,Site E,beach plum,Breaking leaf buds,4/3/2017,93,0,39,0
7780,78442,Site E,beach plum,Breaking leaf buds,4/11/2017,101,0,39,0
7781,78443,Site E,beach plum,Breaking leaf buds,4/18/2017,108,0,39,0
7782,78444,Site E,beach plum,Breaking leaf buds,4/27/2017,117,0,39,0
7783,78445,Site E,beach plum,Breaking leaf buds,5/3/2017,123,0,39,0
7784,78446,Site E,beach plum,Breaking leaf buds,5/9/2017,129,0,39,0
7785,78447,Site E,beach plum,Breaking leaf buds,5/16/2017,136,0,39,0
7786,78448,Site E,beach plum,Breaking leaf buds,5/22/2017,142,0,39,0
7787,78449,Site E,beach plum,Breaking leaf buds,5/30/2017,150,1,39,3
7788,78450,Site E,beach plum,Breaking leaf buds,6/7/2017,158,1,39,4
7789,78451,Site E,beach plum,Breaking leaf buds,6/13/2017,164,1,39,3
7790,78452,Site E,beach plum,Breaking leaf buds,6/16/2017,167,1,39,3
7791,78453,Site E,beach plum,Breaking leaf buds,5/14/2015,134,0,39,0
7792,78454,Site E,beach plum,Breaking leaf buds,6/23/2017,174,1,39,3
7793,78455,Site E,beach plum,Breaking leaf buds,6/27/2017,178,1,39,3
7794,78456,Site E,beach plum,Breaking leaf buds,6/29/2017,180,1,39,3
7795,78457,Site E,beach plum,Breaking leaf buds,7/6/2017,187,1,39,3
7796,78458,Site E,beach plum,Breaking leaf buds,7/10/2017,191,1,39,2
7797,78459,Site E,beach plum,Breaking leaf buds,7/14/2017,195,1,39,2
7798,78460,Site E,beach plum,Breaking leaf buds,7/18/2017,199,1,39,2
7799,78461,Site E,beach plum,Breaking leaf buds,7/21/2017,202,1,39,1
7800,78462,Site E,beach plum,Breaking leaf buds,7/26/2017,207,1,39,1
7801,78463,Site E,beach plum,Breaking leaf buds,7/31/2017,212,1,39,1
7802,78464,Site E,beach plum,Breaking leaf buds,8/4/2017,216,0,39,0
7803,78465,Site E,beach plum,Breaking leaf buds,8/8/2017,220,1,39,1
7804,78466,Site E,beach plum,Breaking leaf buds,8/11/2017,223,0,39,0
7805,78467,Site E,beach plum,Breaking leaf buds,8/14/2017,226,0,39,0
7806,78468,Site E,beach plum,Breaking leaf buds,8/22/2017,234,0,39,0
7807,78469,Site E,beach plum,Breaking leaf buds,8/25/2017,237,0,39,0
7808,78470,Site E,beach plum,Breaking leaf buds,8/18/2017,230,0,39,0
7809,78471,Site E,beach plum,Breaking leaf buds,11/15/2017,319,0,39,0
7810,78472,Site E,beach plum,Breaking leaf buds,9/18/2017,261,0,39,0
7811,78473,Site E,beach plum,Breaking leaf buds,9/12/2017,255,0,39,0
7812,78474,Site E,beach plum,Breaking leaf buds,3/13/2018,72,0,39,0
7813,78475,Site E,beach plum,Breaking leaf buds,10/23/2017,296,0,39,0
7814,78476,Site E,beach plum,Breaking leaf buds,5/16/2018,136,0,39,0
7815,78477,Site E,beach plum,Breaking leaf buds,3/20/2018,79,0,39,0
7816,78478,Site E,beach plum,Breaking leaf buds,4/24/2018,114,0,39,0
7817,78479,Site E,beach plum,Breaking leaf buds,4/9/2018,99,0,39,0
7818,78480,Site E,beach plum,Breaking leaf buds,5/2/2018,122,0,39,0
7819,78481,Site E,beach plum,Breaking leaf buds,5/8/2018,128,0,39,0
7820,78482,Site E,beach plum,Breaking leaf buds,5/11/2018,131,0,39,0
7821,78483,Site E,beach plum,Breaking leaf buds,5/21/2018,141,0,39,0
7822,78484,Site E,beach plum,Breaking leaf buds,5/29/2018,149,0,39,0
7823,78485,Site E,beach plum,Breaking leaf buds,5/25/2018,145,0,39,0
7824,78486,Site E,beach plum,Breaking leaf buds,6/5/2018,156,1,39,2
7825,78487,Site E,beach plum,Breaking leaf buds,6/8/2018,159,1,39,3
7826,78488,Site E,beach plum,Breaking leaf buds,6/14/2018,165,1,39,2
7827,78489,Site E,beach plum,Breaking leaf buds,6/18/2018,169,0,39,0
7828,78490,Site E,beach plum,Breaking leaf buds,6/21/2018,172,1,39,2
7829,78491,Site E,beach plum,Breaking leaf buds,6/25/2018,176,0,39,0
7830,78492,Site E,beach plum,Breaking leaf buds,6/29/2018,180,0,39,0
7831,78493,Site E,beach plum,Breaking leaf buds,7/2/2018,183,0,39,0
7832,78494,Site E,beach plum,Breaking leaf buds,7/6/2018,187,0,39,0
7833,78495,Site E,beach plum,Breaking leaf buds,7/9/2018,190,0,39,0
7834,78496,Site E,beach plum,Breaking leaf buds,7/13/2018,194,0,39,0
7835,78497,Site E,beach plum,Breaking leaf buds,7/16/2018,197,0,39,0
7836,78498,Site E,beach plum,Breaking leaf buds,7/20/2018,201,0,39,0
7837,78499,Site E,beach plum,Breaking leaf buds,7/23/2018,204,0,39,0
7838,78500,Site E,beach plum,Breaking leaf buds,7/27/2018,208,0,39,0
7839,78501,Site E,beach plum,Breaking leaf buds,8/1/2018,213,0,39,0
7840,78502,Site E,beach plum,Breaking leaf buds,8/6/2018,218,0,39,0
7841,78503,Site E,beach plum,Breaking leaf buds,8/10/2018,222,0,39,0
7842,78504,Site E,beach plum,Breaking leaf buds,8/13/2018,225,0,39,0
7843,78505,Site E,beach plum,Breaking leaf buds,4/16/2015,106,0,39,0
7844,78506,Site E,beach plum,Breaking leaf buds,4/9/2015,99,0,39,0
7845,78507,Site E,beach plum,Breaking leaf buds,4/14/2015,104,0,39,0
7846,78508,Site E,beach plum,Breaking leaf buds,4/21/2015,111,0,39,0
7847,78509,Site E,beach plum,Breaking leaf buds,4/28/2015,118,0,39,0
7848,78510,Site E,beach plum,Breaking leaf buds,4/30/2015,120,0,39,0
7849,78511,Site E,beach plum,Breaking leaf buds,5/5/2015,125,0,39,0
7850,78512,Site E,beach plum,Breaking leaf buds,5/12/2015,132,0,39,0
7851,78513,Site E,beach plum,Breaking leaf buds,5/19/2015,139,0,39,0
7852,78514,Site E,beach plum,Breaking leaf buds,4/23/2015,113,0,39,0
7853,78515,Site E,beach plum,Breaking leaf buds,5/7/2015,127,0,39,0
7854,78516,Site E,beach plum,Breaking leaf buds,5/26/2015,146,0,39,0
7855,78517,Site E,beach plum,Breaking leaf buds,5/28/2015,148,1,39,2
7856,78518,Site E,beach plum,Breaking leaf buds,6/2/2015,153,1,39,2
7857,78519,Site E,beach plum,Breaking leaf buds,6/4/2015,155,1,39,2
7858,78520,Site E,beach plum,Breaking leaf buds,6/9/2015,160,1,39,2
7859,78521,Site E,beach plum,Breaking leaf buds,6/11/2015,162,1,39,2
7860,78522,Site E,beach plum,Breaking leaf buds,6/16/2015,167,0,39,0
7861,78523,Site E,beach plum,Breaking leaf buds,6/18/2015,169,0,39,0
7862,78524,Site E,beach plum,Breaking leaf buds,6/23/2015,174,1,39,2
7863,78525,Site E,beach plum,Breaking leaf buds,7/2/2015,183,1,39,2
7864,78526,Site E,beach plum,Breaking leaf buds,7/7/2015,188,0,39,0
7865,78527,Site E,beach plum,Breaking leaf buds,7/9/2015,190,0,39,0
7866,78528,Site E,beach plum,Breaking leaf buds,7/16/2015,197,0,39,0
7867,78529,Site E,beach plum,Breaking leaf buds,7/28/2015,209,0,39,0
7868,78530,Site E,beach plum,Breaking leaf buds,7/23/2015,204,0,39,0
7869,78531,Site E,beach plum,Breaking leaf buds,8/4/2015,216,0,39,0
7870,78532,Site E,beach plum,Breaking leaf buds,8/6/2015,218,0,39,0
7871,78533,Site E,beach plum,Breaking leaf buds,8/20/2015,232,0,39,0
7872,78534,Site E,beach plum,Breaking leaf buds,9/1/2015,244,0,39,0
7873,78535,Site E,beach plum,Breaking leaf buds,8/25/2015,237,0,39,0
7874,78536,Site E,beach plum,Breaking leaf buds,8/27/2015,239,0,39,0
7875,78537,Site E,beach plum,Breaking leaf buds,9/3/2015,246,0,39,0
7876,78538,Site E,beach plum,Breaking leaf buds,9/10/2015,253,0,39,0
7877,78539,Site E,beach plum,Breaking leaf buds,9/8/2015,251,0,39,0
7878,78540,Site E,beach plum,Breaking leaf buds,9/15/2015,258,0,39,0
7879,78541,Site E,beach plum,Breaking leaf buds,9/24/2015,267,0,39,0
7880,78542,Site E,beach plum,Breaking leaf buds,9/29/2015,272,0,39,0
7881,78543,Site E,beach plum,Breaking leaf buds,9/22/2015,265,0,39,0
7882,78544,Site E,beach plum,Breaking leaf buds,6/25/2015,176,1,39,1
7883,78545,Site E,beach plum,Breaking leaf buds,10/6/2015,279,0,39,0
7884,78546,Site E,beach plum,Breaking leaf buds,10/8/2015,281,0,39,0
7885,78547,Site E,beach plum,Breaking leaf buds,10/13/2015,286,0,39,0
7886,78548,Site E,beach plum,Breaking leaf buds,10/15/2015,288,0,39,0
7887,78549,Site E,beach plum,Breaking leaf buds,10/20/2015,293,0,39,0
7888,78550,Site E,beach plum,Breaking leaf buds,10/22/2015,295,0,39,0
7889,78551,Site E,beach plum,Breaking leaf buds,10/27/2015,300,0,39,0
7890,78552,Site E,beach plum,Breaking leaf buds,5/17/2016,138,0,39,0
7891,78553,Site E,beach plum,Breaking leaf buds,5/23/2016,144,0,39,0
7892,78554,Site E,beach plum,Breaking leaf buds,5/6/2016,127,0,39,0
7893,78555,Site E,beach plum,Breaking leaf buds,4/27/2016,118,0,39,0
7894,78556,Site E,beach plum,Breaking leaf buds,4/11/2016,102,0,39,0
7895,78557,Site E,beach plum,Breaking leaf buds,4/22/2016,113,0,39,0
7896,78558,Site E,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
7897,78559,Site E,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
7898,78560,Site E,beach plum,Breaking leaf buds,5/31/2016,152,1,39,1
7899,78561,Site E,beach plum,Breaking leaf buds,6/9/2016,161,1,39,3
7900,78562,Site E,beach plum,Breaking leaf buds,6/7/2016,159,1,39,3
7901,78563,Site E,beach plum,Breaking leaf buds,5/26/2016,147,0,39,0
7902,78564,Site E,beach plum,Breaking leaf buds,6/14/2016,166,1,39,3
7903,78565,Site E,beach plum,Breaking leaf buds,6/3/2016,155,1,39,2
7904,78566,Site E,beach plum,Breaking leaf buds,5/20/2016,141,1,39,3
7905,78567,Site E,beach plum,Breaking leaf buds,6/16/2016,168,0,39,0
7906,78568,Site E,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
7907,78569,Site E,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
7908,78570,Site E,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
7909,78571,Site E,beach plum,Breaking leaf buds,6/28/2016,180,1,39,2
7910,78572,Site E,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
7911,78573,Site E,beach plum,Breaking leaf buds,7/5/2016,187,1,39,2
7912,78574,Site E,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
7913,78575,Site E,beach plum,Breaking leaf buds,7/12/2016,194,0,39,0
7914,78576,Site E,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
7915,78577,Site E,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
7916,78578,Site E,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
7917,78579,Site E,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
7918,78580,Site E,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
7919,78581,Site E,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
7920,78582,Site E,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
7921,78583,Site E,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
7922,78584,Site E,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
7923,78585,Site E,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
7924,78586,Site E,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
7925,78587,Site E,beach plum,Breaking leaf buds,4/2/2015,92,0,39,0
7926,78588,Site E,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
7927,78589,Site E,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
7928,78590,Site E,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
7929,78591,Site E,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
7930,78592,Site E,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
7931,78593,Site E,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
7932,78594,Site E,beach plum,Breaking leaf buds,3/22/2017,81,0,39,0
7933,78595,Site E,beach plum,Breaking leaf buds,4/3/2017,93,0,39,0
7934,78596,Site E,beach plum,Breaking leaf buds,4/11/2017,101,0,39,0
7935,78597,Site E,beach plum,Breaking leaf buds,4/18/2017,108,0,39,0
7936,78598,Site E,beach plum,Breaking leaf buds,4/27/2017,117,0,39,0
7937,78599,Site E,beach plum,Breaking leaf buds,5/3/2017,123,0,39,0
7938,78600,Site E,beach plum,Breaking leaf buds,5/9/2017,129,0,39,0
7939,78601,Site E,beach plum,Breaking leaf buds,5/16/2017,136,0,39,0
7940,78602,Site E,beach plum,Breaking leaf buds,5/22/2017,142,0,39,0
7941,78603,Site E,beach plum,Breaking leaf buds,5/30/2017,150,1,39,2
7942,78604,Site E,beach plum,Breaking leaf buds,6/7/2017,158,1,39,3
7943,78605,Site E,beach plum,Breaking leaf buds,6/13/2017,164,1,39,3
7944,78606,Site E,beach plum,Breaking leaf buds,6/16/2017,167,1,39,2
7945,78607,Site E,beach plum,Breaking leaf buds,5/14/2015,134,0,39,0
7946,78608,Site E,beach plum,Breaking leaf buds,6/23/2017,174,1,39,2
7947,78609,Site E,beach plum,Breaking leaf buds,6/27/2017,178,1,39,3
7948,78610,Site E,beach plum,Breaking leaf buds,6/29/2017,180,1,39,2
7949,78611,Site E,beach plum,Breaking leaf buds,7/6/2017,187,1,39,2
7950,78612,Site E,beach plum,Breaking leaf buds,7/10/2017,191,1,39,1
7951,78613,Site E,beach plum,Breaking leaf buds,7/14/2017,195,1,39,1
7952,78614,Site E,beach plum,Breaking leaf buds,7/18/2017,199,1,39,1
7953,78615,Site E,beach plum,Breaking leaf buds,7/21/2017,202,1,39,1
7954,78616,Site E,beach plum,Breaking leaf buds,7/26/2017,207,0,39,0
7955,78617,Site E,beach plum,Breaking leaf buds,7/31/2017,212,0,39,0
7956,78618,Site E,beach plum,Breaking leaf buds,8/4/2017,216,0,39,0
7957,78619,Site E,beach plum,Breaking leaf buds,8/8/2017,220,0,39,0
7958,78620,Site E,beach plum,Breaking leaf buds,8/11/2017,223,0,39,0
7959,78621,Site E,beach plum,Breaking leaf buds,8/14/2017,226,0,39,0
7960,78622,Site E,beach plum,Breaking leaf buds,8/22/2017,234,0,39,0
7961,78623,Site E,beach plum,Breaking leaf buds,8/25/2017,237,0,39,0
7962,78624,Site E,beach plum,Breaking leaf buds,8/18/2017,230,0,39,0
7963,78625,Site E,beach plum,Breaking leaf buds,11/15/2017,319,0,39,0
7964,78626,Site E,beach plum,Breaking leaf buds,9/18/2017,261,0,39,0
7965,78627,Site E,beach plum,Breaking leaf buds,9/12/2017,255,0,39,0
7966,78628,Site E,beach plum,Breaking leaf buds,3/13/2018,72,0,39,0
7967,78629,Site E,beach plum,Breaking leaf buds,10/23/2017,296,0,39,0
7968,78630,Site E,beach plum,Breaking leaf buds,5/16/2018,136,0,39,0
7969,78631,Site E,beach plum,Breaking leaf buds,3/20/2018,79,0,39,0
7970,78632,Site E,beach plum,Breaking leaf buds,4/24/2018,114,0,39,0
7971,78633,Site E,beach plum,Breaking leaf buds,4/9/2018,99,0,39,0
7972,78634,Site E,beach plum,Breaking leaf buds,5/2/2018,122,0,39,0
7973,78635,Site E,beach plum,Breaking leaf buds,5/8/2018,128,0,39,0
